-2.000000000000000000e+01 nan nan nan nan nan nan
-1.997455550888572162e+01 5.300809238095766270e-04 1.232341109720597704e-03 8.999827671865152066e-05 -4.233500387782435190e-05 8.999827671865154777e-05 -4.233500387782436545e-05
-1.991560115901749128e+01 5.353808041230955980e-04 1.229834274019081476e-03 8.979755365840802765e-05 -4.270812214343538575e-05 8.979755365840802765e-05 -4.270812214343537220e-05
-1.982545980618585091e+01 5.434613432554420481e-04 1.225958858664327224e-03 8.948783197365943172e-05 -4.327680443002790357e-05 8.948783197365941817e-05 -4.327680443002790357e-05
-1.970739682745634980e+01 5.540023510030706293e-04 1.220805661772825278e-03 8.907704577954393449e-05 -4.401828839891297072e-05 8.907704577954389383e-05 -4.401828839891297072e-05
-1.956568066673868955e+01 5.665906260352670913e-04 1.214504786299438035e-03 8.857632726501406609e-05 -4.490325362984070841e-05 8.857632726501410674e-05 -4.490325362984071519e-05
-1.940543371052742927e+01 5.807386899988799950e-04 1.207229442779786562e-03 8.800017229503545493e-05 -4.589718868382471328e-05 8.800017229503546848e-05 -4.589718868382469972e-05
-1.923244785760500974e+01 5.959068372878235974e-04 1.199197658136092002e-03 8.736644424444707253e-05 -4.696198628413137153e-05 8.736644424444707253e-05 -4.696198628413138508e-05
-1.905297534656135028e+01 6.115267568731941501e-04 1.190670813733820787e-03 8.669615081457027574e-05 -4.805763659165730847e-05 8.669615081457031640e-05 -4.805763659165733558e-05
-1.887350283551769081e+01 6.270252164905621524e-04 1.181948169818593589e-03 8.601294347555826130e-05 -4.914390762624703466e-05 8.601294347555827485e-05 -4.914390762624701434e-05
-1.870051698259527839e+01 6.418464055575290273e-04 1.173357060631930121e-03 8.534232491639574694e-05 -5.018191257792259163e-05 8.534232491639580115e-05 -5.018191257792259841e-05
-1.854027002638402166e+01 6.554717708439156349e-04 1.165239055113738648e-03 8.471059068090530469e-05 -5.113548361108885565e-05 8.471059068090526403e-05 -5.113548361108886920e-05
-1.839855386566636142e+01 6.674365445422097021e-04 1.157932963197629483e-03 8.414356959808145348e-05 -5.197229993731873902e-05 8.414356959808139927e-05 -5.197229993731870514e-05
-1.828049088693684965e+01 6.773426023833925644e-04 1.151756040073956180e-03 8.366525801587211520e-05 -5.266475015912205183e-05 8.366525801587207454e-05 -5.266475015912204505e-05
-1.819034953410520927e+01 6.848677034215136647e-04 1.146985051686372735e-03 8.329646237164208260e-05 -5.319053834970995521e-05 8.329646237164210971e-05 -5.319053834970996199e-05
