

 #time =    0.0000000000000000     
-2.000000000000000E+001 -1.797693134862316E+308  0.000000000000000E+000  1.797693134862316E+308
-1.997455550888572E+001 -1.570049518315923E+004  0.000000000000000E+000  1.568052062765034E+004
-1.991560115901749E+001 -4.719401576414031E+003  0.000000000000000E+000  4.699485975255014E+003
-1.982545980618585E+001 -2.271735738679936E+003  0.000000000000000E+000  2.251910278873750E+003
-1.970739682745635E+001 -1.347039176379104E+003  2.295593092576111E-293  1.327331779551648E+003
-1.956568066673869E+001 -9.009813345904165E+002  1.663889796572724E-196  8.814156539236778E+002
-1.940543371052743E+001 -6.527586735166659E+002  1.324312725830216E-142  6.333532398061385E+002
-1.923244785760501E+001 -5.011180344475566E+002  1.122889297170401E-109  4.818855865899516E+002
-1.905297534656135E+001 -4.022114528803000E+002  3.369987125012633E-088  3.831584775337387E+002
-1.887350283551769E+001 -3.344166959457841E+002  1.774486341954685E-073  3.155431931102664E+002
-1.870051698259528E+001 -2.861066772049725E+002  5.488579268526502E-063  2.674061602223772E+002
-1.854027002638402E+001 -2.507791178277469E+002  2.574791040130485E-055  2.322388478013629E+002
-1.839855386566636E+001 -2.247466385946815E+002  1.157771966834404E-049  2.063480847290151E+002
-1.828049088693685E+001 -2.058706339104340E+002  1.453768877392351E-045  1.875901430234971E+002
-1.819034953410521E+001 -1.928618461817854E+002  9.712202537073529E-043  1.746714966476802E+002
-1.813139518423699E+001 -1.849269784681086E+002  5.132776594544428E-041  1.667955832838716E+002
-1.810595069312271E+001 -1.816314246555517E+002  2.666691518873723E-040  1.635254739624289E+002
-1.810595069312271E+001 -1.816314246555517E+002  2.666691518873723E-040  1.635254739624289E+002
-1.808050620200843E+001 -1.784100857676317E+002  1.334988828312416E-039  1.603295795656232E+002
-1.802155185214020E+001 -1.712189281350177E+002  4.864269970002743E-038  1.531973762828775E+002
-1.793141049930856E+001 -1.609119334796256E+002  8.416918509553836E-036  1.429805229803170E+002
-1.781334752057906E+001 -1.485560642565322E+002  4.056916170560064E-033  1.307427167359531E+002
-1.767163135986139E+001 -1.352513751912966E+002  3.142480243952579E-030  1.175797438314352E+002
