

 #time =    0.0000000000000000     
-1.526487673280677E+001 -4.021751652151787E+001  1.360231296260446E-009  2.495263978871110E+001
-1.492099554246927E+001 -3.564542593245643E+001  1.337918370960891E-008  2.072443038998717E+001
-1.462356463113971E+001 -3.235786918792441E+001  6.923305271137818E-008  1.773430455678471E+001
-1.441278372902358E+001 -3.032876403070058E+001  1.909536840353578E-007  1.591598030167700E+001
-1.431785207936813E+001 -2.948496177217202E+001  2.911771910544149E-007  1.516710969280389E+001
-1.431785207936813E+001 -2.948496177217202E+001  2.911771910544149E-007  1.516710969280389E+001
-1.422292042971267E+001 -2.868065323771429E+001  4.353220843869359E-007  1.445773280800162E+001
-1.401213952759654E+001 -2.702340632504319E+001  9.969587116388875E-007  1.301126679744665E+001
-1.371470861626699E+001 -2.494805495660906E+001  2.814061611788148E-006  1.123334634034208E+001
-1.337082742592948E+001 -2.286709900665714E+001  7.965376826255298E-006  9.496271580727660E+000
-1.302694623559198E+001 -2.106368605524391E+001  1.962501245653237E-005  8.036739819651936E+000
-1.272951532426242E+001 -1.968737942149402E+001  3.905412485179466E-005  6.957864097231598E+000
-1.251873442214630E+001 -1.879942256002071E+001  6.088068822893164E-005  6.280688137874414E+000
-1.242380277249084E+001 -1.842065286928348E+001  7.357420706143929E-005  5.996850096792638E+000
-1.242380277249084E+001 -1.842065286928348E+001  7.357420706143929E-005  5.996850096792638E+000
-1.232887112283538E+001 -1.805409602577106E+001  8.837291569703216E-005  5.725224902935675E+000
-1.211809022071925E+001 -1.728090759138750E+001  1.300786026529775E-004  5.162817370668241E+000
-1.182065930938970E+001 -1.627598297986035E+001  2.149829574078512E-004  4.455323670470653E+000
-1.147677811905219E+001 -1.522321131906013E+001  3.638967343792742E-004  3.746433200007937E+000
-1.113289692871468E+001 -1.427042342333811E+001  5.859023138100970E-004  3.137526494623430E+000
-1.083546601738513E+001 -1.351568218485347E+001  8.543914408099001E-004  2.680216167468346E+000
-1.062468511526900E+001 -1.301516523446266E+001  1.097210705297444E-003  2.390480119193652E+000
-1.052975346561355E+001 -1.279827759516286E+001  1.222810938553540E-003  2.268524129549316E+000
-1.052975346561355E+001 -1.279827759516286E+001  1.222810938553540E-003  2.268524129549316E+000
-1.043482181595809E+001 -1.258640276047375E+001  1.359370050504303E-003  2.151580944515663E+000
-1.022404091384196E+001 -1.213294020721257E+001  1.705025119337345E-003  1.908899293370604E+000
-9.926610002512406E+000 -1.152981630475345E+001  2.304450105658769E-003  1.603206302241047E+000
-9.582728812174899E+000 -1.088052387248939E+001  3.186894959430003E-003  1.297795060314488E+000
-9.238847621837394E+000 -1.027673032772815E+001  4.307611137902045E-003  1.037882705890757E+000
-8.941416710507838E+000 -9.787019958369632E+000  5.499420758072996E-003  8.456032478617939E-001
-8.730635808391712E+000 -9.456465148203065E+000  6.484583520163874E-003  7.258293398113533E-001
-8.635704158736255E+000 -9.311747993521122E+000  6.969501573760927E-003  6.760438347848670E-001
-8.635704158736255E+000 -9.311747993521122E+000  6.969501573760927E-003  6.760438347848670E-001
-8.540772509080798E+000 -9.169494269240591E+000  7.481360382218174E-003  6.287217601597934E-001
-8.329991606964672E+000 -8.862046200054683E+000  8.719132884039801E-003  5.320545930900114E-001
-8.032560695635116E+000 -8.446580692917246E+000  1.072150311245281E-002  4.140199972821303E-001
-7.688679505297610E+000 -7.990458035148616E+000  1.344959032939697E-002  3.017785298510063E-001
-7.344798314960103E+000 -7.557359920635882E+000  1.667457677775580E-002  2.125616056757789E-001
-7.047367403630547E+000 -7.199099741147462E+000  1.991345948679251E-002  1.517323375169148E-001
-6.836586501514422E+000 -6.953348206039614E+000  2.248805610461073E-002  1.167617045251923E-001
-6.741654851858964E+000 -6.844677006738944E+000  2.372903581786238E-002  1.030221548799801E-001
-6.741654851858964E+000 -6.844677006738944E+000  2.372903581786238E-002  1.030221548799801E-001
-6.646723202203507E+000 -6.737175392562297E+000  2.502319428411296E-002  9.045219035879004E-002
-6.435942300087381E+000 -6.502385696493616E+000  2.809695295840201E-002  6.644339640623542E-002
-6.138511388757825E+000 -6.179242013648011E+000  3.294400980188580E-002  4.073062489018575E-002
-5.794630198420319E+000 -5.815532865391537E+000  3.938725934663934E-002  2.090266697121823E-002
-5.450749008082813E+000 -5.459988070819952E+000  4.687437892805988E-002  9.239062737139037E-003
-5.153318096753257E+000 -5.157157351589782E+000  5.433434921326710E-002  3.839254836525363E-003
-4.942537194637131E+000 -4.944334748518989E+000  6.025628853886159E-002  1.797553881857539E-003
-4.847605544981674E+000 -4.848822327340150E+000  6.311349101168706E-002  1.216782358476109E-003
-4.847605544981674E+000 -4.848822327340150E+000  6.311349101168706E-002  1.216782358476109E-003
-4.752673895326216E+000 -4.753467915651951E+000  6.609678512591577E-002  7.940203257348344E-004
-4.541892993210090E+000 -4.542154362018916E+000  7.320210843541297E-002  2.613688088262123E-004
-4.244462081880535E+000 -4.244493218454521E+000  8.447197826356846E-002  3.113657398579051E-005
-3.900580891543028E+000 -3.900581460590996E+000  9.956675765710805E-002  5.690479678577276E-007
-3.556699701205522E+000 -3.556699701341563E+000  1.172078311167456E-001  1.360405121886288E-010
-3.259268789875966E+000 -3.259268789875966E+000  1.348095813137198E-001  0.000000000000000E+000
-3.048487887759840E+000 -3.048487887759840E+000  1.487522805015931E-001  0.000000000000000E+000
-2.953556238104383E+000 -2.953556238104383E+000  1.554608477004437E-001  0.000000000000000E+000
-2.953556238104383E+000 -2.953556238104383E+000  1.554608477004437E-001  0.000000000000000E+000
-2.858624588448926E+000 -2.843533314199037E+000  1.635865982941025E-001  0.000000000000000E+000
-2.647843686332799E+000 -2.599632296177495E+000  1.830167932170940E-001  0.000000000000000E+000
-2.350412775003244E+000 -2.256375367516882E+000  2.139495038496657E-001  0.000000000000000E+000
-2.006531584665737E+000 -1.860838312752204E+000  2.553892106601522E-001  0.000000000000000E+000
-1.662650394328230E+000 -1.466724241935329E+000  3.036077213657400E-001  0.000000000000000E+000
-1.365219482998674E+000 -1.126993381459765E+000  3.513344275918855E-001  0.000000000000000E+000
-1.154438580882548E+000 -8.868802071268592E-001  3.887991156932004E-001  0.000000000000000E+000
-1.059506931227091E+000 -7.789124816158417E-001  4.067068966683580E-001  0.000000000000000E+000
-1.059506931227091E+000 -7.789124816158417E-001  4.067068966683580E-001  0.000000000000000E+000
-9.645752815716340E-001 -6.710532000262992E-001  4.252758210068741E-001  0.000000000000000E+000
-7.537943794555078E-001 -4.319562118603120E-001  4.689322222281327E-001  0.000000000000000E+000
-4.563634681259524E-001 -9.547820369793475E-002  5.364351939805273E-001  0.000000000000000E+000
-1.124822777884464E-001  2.922212553047008E-001  6.234592766482293E-001  0.000000000000000E+000
 2.313989125490596E-001  6.784977303595335E-001  7.204766462167778E-001  0.000000000000000E+000
 5.288298238786149E-001  1.011449670336861E+000  8.126510298288487E-001  0.000000000000000E+000
 7.396107259947409E-001  1.246758814814213E+000  8.826672210241584E-001  0.000000000000000E+000
 8.345423756501980E-001  1.352562898009426E+000  9.154771052745572E-001  0.000000000000000E+000
 8.345423756501980E-001  1.352562898009426E+000  9.154771052745572E-001  0.000000000000000E+000
 9.294740253056549E-001  1.458258537283165E+000  9.490791206941651E-001  0.000000000000000E+000
 1.140254927421782E+000  1.692551495593600E+000  1.026512190438193E+000  0.000000000000000E+000
 1.437685838751337E+000  2.022250583257741E+000  1.142357218375579E+000  0.000000000000000E+000
 1.781567029088844E+000  2.402112446498337E+000  1.285739198386380E+000  0.000000000000000E+000
 2.125448219426351E+000  2.780551325791129E+000  1.438978589203918E+000  0.000000000000000E+000
 2.422879130755907E+000  3.106724345270221E+000  1.579192025914246E+000  0.000000000000000E+000
 2.633660032872033E+000  3.337229459892019E+000  1.682711207638152E+000  0.000000000000000E+000
 2.728591682527490E+000  3.440869900771429E+000  1.730427400858320E+000  0.000000000000000E+000
 2.728591682527490E+000  3.440869900771429E+000  1.730427400858320E+000  0.000000000000000E+000
 2.823523332182947E+000  3.544401897729365E+000  1.778808614180233E+000  0.000000000000000E+000
 3.034304234299074E+000  3.773890826184245E+000  1.888558018210556E+000  0.000000000000000E+000
 3.331735145628629E+000  4.096810993350151E+000  2.048697198282890E+000  0.000000000000000E+000
 3.675616335966135E+000  4.468835260828704E+000  2.241150722882739E+000  0.000000000000000E+000
 4.019497526303641E+000  4.839436544359454E+000  2.440953457215692E+000  0.000000000000000E+000
 4.316928437633196E+000  5.158830643340309E+000  2.619306119124471E+000  0.000000000000000E+000
 4.527709339749322E+000  5.384531728106554E+000  2.748624719821196E+000  0.000000000000000E+000
 4.622640989404779E+000  5.486008526670159E+000  2.807625015952622E+000  0.000000000000000E+000
 4.622640989404779E+000  5.486008526670159E+000  2.807625015952622E+000  0.000000000000000E+000
 4.717572639060236E+000  5.587376881312291E+000  2.867081803717988E+000  0.000000000000000E+000
 4.928353541176363E+000  5.812061779911620E+000  3.000678968945794E+000  0.000000000000000E+000
 5.225784452505919E+000  6.128203026579291E+000  3.192739030455899E+000  0.000000000000000E+000
 5.569665642843425E+000  6.492389698295802E+000  3.419623275895282E+000  0.000000000000000E+000
 5.913546833180932E+000  6.855153386064511E+000  3.651287859837766E+000  0.000000000000000E+000
 6.210977744510488E+000  7.167768564547130E+000  3.855211293926410E+000  0.000000000000000E+000
 6.421758646626614E+000  7.388665619457822E+000  4.001580943005388E+000  0.000000000000000E+000
 6.516690296282071E+000  7.487978775705625E+000  4.067980008928904E+000  0.000000000000000E+000
 6.516690296282071E+000  7.487978775705625E+000  4.067980008928904E+000  0.000000000000000E+000
 6.611621945937528E+000  7.587183488031952E+000  4.134665155153350E+000  0.000000000000000E+000
 6.822402848053654E+000  7.807064356775727E+000  4.283716684094484E+000  0.000000000000000E+000
 7.119833759383210E+000  8.116426682945159E+000  4.496238657383419E+000  0.000000000000000E+000
 7.463714949720716E+000  8.472775758899630E+000  4.744920686516091E+000  0.000000000000000E+000
 7.807596140058222E+000  8.827701850906298E+000  4.996514909441507E+000  0.000000000000000E+000
 8.105027051387777E+000  9.133538108890681E+000  5.216268045297676E+000  0.000000000000000E+000
 8.315807953503903E+000  9.349631133945820E+000  5.373111258193676E+000  0.000000000000000E+000
 8.410739603159360E+000  9.446780647877818E+000  5.444034254972332E+000  0.000000000000000E+000
 8.410739603159360E+000  9.446780647877818E+000  5.444034254972332E+000  0.000000000000000E+000
 8.505671252814818E+000  9.543821717888342E+000  5.515126792987906E+000  0.000000000000000E+000
 8.716452154930943E+000  9.758898556776561E+000  5.673559515380008E+000  0.000000000000000E+000
 9.013883066260499E+000  1.006148196244776E+001  5.898410505897115E+000  0.000000000000000E+000
 9.357764256598006E+000  1.040999344264019E+001  6.160101344787957E+000  0.000000000000000E+000
 9.701645446935514E+000  1.075708193888482E+001  6.423461886085050E+000  0.000000000000000E+000
 9.999076358265070E+000  1.105613927637097E+001  6.652460165566020E+000  0.000000000000000E+000
 1.020985726038120E+001  1.126742827157055E+001  6.815363754194695E+000  0.000000000000000E+000
 1.030478891003665E+001  1.136241414318675E+001  6.888888888888892E+000  0.000000000000000E+000
 1.030478891003665E+001  1.136241414318675E+001  6.888888888888892E+000  0.000000000000000E+000
 1.039972055969211E+001  1.145729157088146E+001  6.962506775276140E+000  0.000000000000000E+000
 1.061050146180824E+001  1.166756437991413E+001  7.126280017763555E+000  0.000000000000000E+000
 1.090793237313779E+001  1.196336886508709E+001  7.358068337820559E+000  0.000000000000000E+000
 1.125181356347530E+001  1.230404274951748E+001  7.626958758823565E+000  0.000000000000000E+000
 1.159569475381280E+001  1.264329365000006E+001  7.896698491747527E+000  0.000000000000000E+000
 1.189312566514236E+001  1.293557206698798E+001  8.130597580193264E+000  0.000000000000000E+000
 1.210390656725848E+001  1.314205703233201E+001  8.296648191637042E+000  0.000000000000000E+000
 1.219883821691394E+001  1.323487926163240E+001  8.371506023802468E+000  0.000000000000000E+000
 1.219883821691394E+001  1.323487926163240E+001  8.371506023802468E+000  0.000000000000000E+000
 1.229376986656940E+001  1.332759304701131E+001  8.446405480293466E+000  0.000000000000000E+000
 1.250455076868552E+001  1.353306182618843E+001  8.612846460888310E+000  0.000000000000000E+000
 1.280198168001508E+001  1.382208739086315E+001  8.847999072153353E+000  0.000000000000000E+000
 1.314586287035259E+001  1.415492367953150E+001  9.120228355209115E+000  0.000000000000000E+000
 1.348974406069009E+001  1.448633698425204E+001  9.392754217213330E+000  0.000000000000000E+000
 1.378717497201965E+001  1.477183648074172E+001  9.628645680869234E+000  0.000000000000000E+000
 1.399795587413578E+001  1.497351741623020E+001  9.795886642860591E+000  0.000000000000000E+000
 1.409288752379123E+001  1.506417600321479E+001  9.871222876198068E+000  0.000000000000000E+000
 1.409288752379123E+001  1.506417600321479E+001  9.871222876198068E+000  0.000000000000000E+000
 1.418781917344669E+001  1.515472614627790E+001  9.946565813044208E+000  0.000000000000000E+000
 1.439860007556282E+001  1.535539089559946E+001  1.011386979837988E+001  0.000000000000000E+000
 1.469603098689237E+001  1.563763753977595E+001  1.034996552359201E+001  0.000000000000000E+000
 1.503991217722988E+001  1.596263623268226E+001  1.062290546791125E+001  0.000000000000000E+000
 1.538379336756739E+001  1.628621194164076E+001  1.089575903451678E+001  0.000000000000000E+000
 1.568122427889694E+001  1.656493251763220E+001  1.113164328132592E+001  0.000000000000000E+000
 1.589200518101307E+001  1.676180942326512E+001  1.129872415837433E+001  0.000000000000000E+000
 1.598693683066853E+001  1.685030436793391E+001  1.137394780861899E+001  0.000000000000000E+000
 1.598693683066853E+001  1.685030436793391E+001  1.137394780861899E+001  0.000000000000000E+000
 1.608186848032398E+001  1.693869086868122E+001  1.144915361537434E+001  0.000000000000000E+000
 1.629264938244011E+001  1.713455158814723E+001  1.161606742427342E+001  0.000000000000000E+000
 1.659008029376967E+001  1.741001931182548E+001  1.185141853664447E+001  0.000000000000000E+000
 1.693396148410717E+001  1.772718040896974E+001  1.212322817722527E+001  0.000000000000000E+000
 1.727784267444468E+001  1.804291852216620E+001  1.239467843864167E+001  0.000000000000000E+000
 1.757527358577423E+001  1.831486017765940E+001  1.262914073757550E+001  0.000000000000000E+000
 1.778605448789036E+001  1.850693305343678E+001  1.279510245979779E+001  0.000000000000000E+000
 1.788098613754582E+001  1.859326435578976E+001  1.286979286306457E+001  0.000000000000000E+000
 1.788098613754582E+001  1.859326435578976E+001  1.286979286306457E+001  0.000000000000000E+000
 1.797591778720128E+001  1.867948721422126E+001  1.294444768354089E+001  0.000000000000000E+000
 1.818669868931740E+001  1.887054390383172E+001  1.311007606527336E+001  0.000000000000000E+000
 1.848412960064696E+001  1.913923270701173E+001  1.334347244800543E+001  0.000000000000000E+000
 1.882801079098446E+001  1.944855620839396E+001  1.361282573530493E+001  0.000000000000000E+000
 1.917189198132197E+001  1.975645672582837E+001  1.388161979111289E+001  0.000000000000000E+000
 1.946932289265152E+001  2.002161946082334E+001  1.411363160083487E+001  0.000000000000000E+000
 1.968010379476765E+001  2.020888830674516E+001  1.427777447632702E+001  0.000000000000000E+000
 1.977503544442310E+001  2.029305596678233E+001  1.435162410078859E+001  0.000000000000000E+000
 1.977503544442310E+001  2.029305596678233E+001  1.435162410078859E+001  0.000000000000000E+000
 1.986996709407856E+001  2.037711518289803E+001  1.442542499527599E+001  0.000000000000000E+000
 2.008074799619469E+001  2.056336784265294E+001  1.458911130490759E+001  0.000000000000000E+000
 2.037817890752424E+001  2.082527772533472E+001  1.481966240642461E+001  0.000000000000000E+000
 2.072206009786175E+001  2.112676363095490E+001  1.508557942675032E+001  0.000000000000000E+000
 2.106594128819926E+001  2.142682655262728E+001  1.535078737830471E+001  0.000000000000000E+000
 2.136337219952881E+001  2.168521036712401E+001  1.557958227173201E+001  0.000000000000000E+000
 2.157415310164494E+001  2.186767518319028E+001  1.574138329761573E+001  0.000000000000000E+000
 2.166908475130040E+001  2.194967920091165E+001  1.581416184612445E+001  0.000000000000000E+000
 2.166908475130040E+001  2.194967920091165E+001  1.581416184612445E+001  0.000000000000000E+000
 2.176401640095585E+001  2.203157477471154E+001  1.588688169919233E+001  0.000000000000000E+000
 2.197479730307198E+001  2.221302340461089E+001  1.604813275821821E+001  0.000000000000000E+000
 2.227222821440154E+001  2.246815436679444E+001  1.627516773877177E+001  0.000000000000000E+000
 2.261610940473904E+001  2.276180267665258E+001  1.653690762088299E+001  0.000000000000000E+000
 2.295999059507655E+001  2.305402800256291E+001  1.679782369193987E+001  0.000000000000000E+000
 2.325742150640610E+001  2.330563289656141E+001  1.702281790958816E+001  0.000000000000000E+000
 2.346820240852223E+001  2.348329368277212E+001  1.718187763849807E+001  0.000000000000000E+000
 2.356313405817769E+001  2.356313405817769E+001  1.725340893280500E+001  0.000000000000000E+000
 2.356313405817769E+001  2.356313405817769E+001  1.725340893280499E+001  0.000000000000000E+000
 2.365806570783315E+001  2.365806570783315E+001  1.733850102578761E+001  0.000000000000000E+000
 2.386884660994927E+001  2.386884660994927E+001  1.752758869789854E+001  0.000000000000000E+000
 2.416627752127883E+001  2.416627752437193E+001  1.779476343549425E+001  3.093102662887759E-009
 2.451015871161633E+001  2.451016977745158E+001  1.810417859239963E+001  1.106583524190796E-005
 2.485403990195384E+001  2.485456570974117E+001  1.841457511692394E+001  5.258077873264710E-004
 2.515147081328340E+001  2.515541857951169E+001  1.868614794509315E+001  3.947766228293403E-003
 2.536225171539952E+001  2.537339083521793E+001  1.888314567443613E+001  1.113911981840943E-002
 2.545718336505498E+001  2.547371643648349E+001  1.897388380365417E+001  1.653307142850835E-002
 2.545718336505498E+001  2.547371643648349E+001  1.897388380365417E+001  1.653307142850835E-002
 2.555211501471044E+001  2.557578955361282E+001  1.906624493352844E+001  2.367453890238025E-002
 2.576289591682657E+001  2.581020420650595E+001  1.927851594300716E+001  4.730828967938550E-002
 2.606032682815612E+001  2.616457660364296E+001  1.959982925529489E+001  1.042497754868350E-001
 2.640420801849363E+001  2.661891764713752E+001  2.001249804680887E+001  2.147096286438952E-001
 2.674808920883113E+001  2.713188217284691E+001  2.047934308637433E+001  3.837929640157789E-001
 2.704552012016069E+001  2.762982834782364E+001  2.093342808650147E+001  5.843082276629481E-001
 2.725630102227682E+001  2.801594006673758E+001  2.128612365062951E+001  7.596390444607657E-001
 2.735123267193227E+001  2.819929512138158E+001  2.145378711222461E+001  8.480624494493050E-001
 2.735123267193227E+001  2.819929512138158E+001  2.145378711222461E+001  8.480624494493050E-001
 2.744616432158773E+001  2.838869555909789E+001  2.162709597644318E+001  9.425312375101562E-001
 2.765694522370385E+001  2.883142313985366E+001  2.203266523027007E+001  1.174477916149804E+000
 2.795437613503341E+001  2.951019202323731E+001  2.265566639880907E+001  1.555815888203902E+000
 2.829825732537092E+001  3.037787504515024E+001  2.345408043522685E+001  2.079617719779325E+000
 2.864213851570842E+001  3.133981425938377E+001  2.434172473055721E+001  2.697675743675347E+000
 2.893956942703798E+001  3.225268923913771E+001  2.518637708712889E+001  3.313119812099732E+000
 2.915035032915410E+001  3.294775698871319E+001  2.583090784315161E+001  3.797406659559087E+000
 2.924528197880956E+001  3.327443657507285E+001  2.613423839508559E+001  4.029154596263290E+000
 2.924528197880956E+001  3.327443657507285E+001  2.613423839508559E+001  4.029154596263290E+000
 2.934021362846502E+001  3.360985336047633E+001  2.644594225253051E+001  4.269639732011314E+000
 2.955099453058114E+001  3.438688287618881E+001  2.716902235664111E+001  4.835888345607664E+000
 2.984842544191070E+001  3.556320294339395E+001  2.826616620648625E+001  5.714777501483255E+000
 3.019230663224820E+001  3.704951709430043E+001  2.965645203848980E+001  6.857210462052223E+000
 3.053618782258571E+001  3.868572970720918E+001  3.119171879559629E+001  8.149541884623474E+000
 3.083361873391527E+001  4.023592490150121E+001  3.265049898567185E+001  9.402306167585941E+000
 3.104439963603139E+001  4.141849154855707E+001  3.376588402114321E+001  1.037409191252568E+001
 3.113933128568685E+001  4.197565461699015E+001  3.429211791913357E+001  1.083632333130330E+001
 3.113933128568685E+001  4.197565461699015E+001  3.429211791913357E+001  1.083632333130330E+001
 3.123426293534231E+001  4.254889554782418E+001  3.483400195412828E+001  1.131463261248187E+001
 3.144504383745844E+001  4.388241132792835E+001  3.609632364492378E+001  1.243736749046992E+001
 3.174247474878799E+001  4.591934396115619E+001  3.802894325352872E+001  1.417686921236820E+001
 3.208635593912550E+001  4.853148179756920E+001  4.051445834550923E+001  1.644512585844370E+001
 3.243023712946300E+001  5.146545101727825E+001  4.331475853691217E+001  1.903521388781525E+001
 3.272766804079256E+001  5.430868474242934E+001  4.603612622173429E+001  2.158101670163678E+001
 3.293844894290869E+001  5.652260368210735E+001  4.815984680322840E+001  2.358415473919867E+001
 3.303338059256414E+001  5.757981673488190E+001  4.917532706539530E+001  2.454643614231775E+001
 3.303338059256414E+001  5.757981673488190E+001  4.917532706539530E+001  2.454643614231775E+001
 3.312831224221960E+001  5.867725300955676E+001  5.023031010768212E+001  2.554894076733716E+001
 3.333909314433573E+001  6.126932744363135E+001  5.272542618572465E+001  2.793023429929563E+001
 3.363652405566528E+001  6.533826944300912E+001  5.665075323671130E+001  3.170174538734384E+001
 3.398040524600279E+001  7.075907067890407E+001  6.189450231956340E+001  3.677866543290128E+001
 3.432428643634029E+001  7.713232585944876E+001  6.807733164245666E+001  4.280803942310846E+001
 3.462171734766985E+001  8.360759574951548E+001  7.437563335167087E+001  4.898587840184563E+001
 3.483249824978598E+001  8.885998195238251E+001  7.949489080745789E+001  5.402748370259653E+001
 3.492742989944144E+001  9.143444646497338E+001  8.200712847390442E+001  5.650701656553194E+001
 3.492742989944144E+001  9.143444646497338E+001  8.200712847390442E+001  5.650701656553194E+001
 3.502236154909689E+001  9.415276334346167E+001  8.466173035701976E+001  5.913040179436478E+001
 3.523314245121302E+001  1.007611724400507E+002  9.112304532199914E+001  6.552802998883766E+001
 3.553057336254258E+001  1.116764167844046E+002  1.018163693646261E+002  7.614584342186203E+001
 3.587445455288008E+001  1.272668566029225E+002  1.171266394876018E+002  9.139240205004245E+001
 3.621833574321759E+001  1.471536883824014E+002  1.367043417349783E+002  1.109353526391838E+002
 3.651576665454714E+001  1.690913676774588E+002  1.583480708582988E+002  1.325756010229117E+002
 3.672654755666326E+001  1.881584802065825E+002  1.771903256852526E+002  1.514319326499193E+002
 3.682147920631872E+001  1.979140795375869E+002  1.868398700188031E+002  1.610926003312682E+002
 3.682147920631872E+001  1.979140795375869E+002  1.868398700188031E+002  1.610926003312682E+002
 3.691641085597418E+001  2.085024447978128E+002  1.973190947813559E+002  1.715860339418387E+002
 3.712719175809031E+001  2.354443190025628E+002  2.240072564711015E+002  1.983171272444725E+002
 3.742462266941986E+001  2.834573446055891E+002  2.716347225031470E+002  2.460327219361692E+002
 3.776850385975737E+001  3.586427262184754E+002  3.463342121000519E+002  3.208742223587180E+002
 3.811238505009487E+001  4.629731106656963E+002  4.501402864630625E+002  4.248607256156014E+002
 3.840981596142443E+001  5.842590494868775E+002  5.709507379825997E+002  5.458492335254531E+002
 3.862059686354056E+001  6.914022926578017E+002  6.777510270115163E+002  6.527816957942612E+002
 3.871552851319601E+001  7.461416005878101E+002  7.323354176891360E+002  7.074260720746141E+002
 3.871552851319601E+001  7.461416005878101E+002  7.323354176891360E+002  7.074260720746141E+002
 3.881046016285147E+001  8.052848569106802E+002  7.913237369526443E+002  7.664743967478288E+002
 3.902124106496760E+001  9.544652727956479E+002  9.401594681410994E+002  9.154440317306803E+002
 3.931867197629715E+001  1.222265796520109E+003  1.207459543120622E+003  1.182947124543812E+003
 3.966255316663466E+001  1.699336180088618E+003  1.683864780659622E+003  1.659673626921983E+003
 4.000643435697216E+001  2.693621752129951E+003  2.677222975824622E+003  2.653615317772979E+003
 4.030386526830172E+001  5.353797034428943E+003  5.336018858546463E+003  5.313493169160642E+003
 4.051464617041785E+001  1.733123444585286E+004  1.731110253353481E+004  1.729071979968245E+004
 4.060957782007331E+001  1.797693134862316E+308  1.797693134862316E+308  1.797693134862316E+308
